Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P44540	Y143_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_0143	HI_0143	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	288
P44213	Y1486_HAEIN	reviewed	Putative uncharacterized protein HI_1486 in Mu-like prophage FluMu region	HI_1486	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	57
P44132	Y1236_HAEIN	reviewed	Uncharacterized protein HI_1236	HI_1236	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	367
P44280	Y1637_HAEIN	reviewed	Uncharacterized protein HI_1637	HI_1637	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	470
P44103	Y1048_HAEIN	reviewed	Uncharacterized protein HI_1048	HI_1048	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	369
P43972	Y246_HAEIN	reviewed	Uncharacterized protein HI_0246	HI_0246	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	148
P44699	Y418_HAEIN	reviewed	Putative metabolite transport protein HI_0418	HI_0418	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	447
P46455	Y974A_HAEIN	reviewed	Uncharacterized protein HI_0974.1	HI_0974.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	85
P44849	Y736_HAEIN	reviewed	Uncharacterized sodium-dependent transporter HI_0736	HI_0736	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	508
P44053	Y804_HAEIN	reviewed	Uncharacterized protein HI_0804	HI_0804	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	129
P44744	Y521_HAEIN	reviewed	Uncharacterized protein HI_0521	HI_0521	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	514
Q57389	Y680_HAEIN	reviewed	Uncharacterized transporter HI_0680	HI_0680	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	298
P44113	ZIPA_HAEIN	reviewed	Cell division protein ZipA	zipA HI_1101	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	328
P44181	Y1406_HAEIN	reviewed	Uncharacterized protein HI_1406	HI_1406	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	118
P44111	Y1098_HAEIN	reviewed	Uncharacterized protein HI_1098	HI_1098	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	44
P71367	Y1064_HAEIN	reviewed	Putative phosphoethanolamine transferase HI_1064 (EC 2.7.-.-)	HI_1064	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	485
P45220	Y1466_HAEIN	reviewed	Uncharacterized protein HI_1466	HI_1466	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	181
Q57180	Y1051_HAEIN	reviewed	Uncharacterized ABC transporter ATP-binding protein HI_1051	HI_1051	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	614
P44263	Y1586_HAEIN	reviewed	Uncharacterized protein HI_1586	HI_1586	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	519
P44277	Y1625_HAEIN	reviewed	Uncharacterized protein HI_1625	HI_1625	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	165
P43974	Y258_HAEIN	reviewed	Putative glycosyltransferase HI_0258 (EC 2.-.-.-)	HI_0258	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	330
P71369	Y1104_HAEIN	reviewed	Putative metabolite transport protein HI_1104	HI_1104	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	407
P44290	Y1681_HAEIN	reviewed	UPF0319 protein HI_1681	HI_1681	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	221
P44854	Y744_HAEIN	reviewed	Uncharacterized protein HI_0744	HI_0744	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	148
P44029	Y653_HAEIN	reviewed	Uncharacterized glycosyltransferase HI_0653 (EC 2.4.-.-)	HI_0653	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	254
P44159	Y1316_HAEIN	reviewed	Uncharacterized protein HI_1316	HI_1316	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	194
P44179	Y1404_HAEIN	reviewed	Uncharacterized protein HI_1404	HI_1404	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	39
O86241	Y146A_HAEIN	reviewed	Uncharacterized TonB-dependent receptor HI_1466.1	HI_1466.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	345
P44097	Y1036_HAEIN	reviewed	Uncharacterized protein HI_1036	HI_1036	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	181
O86236	Y132A_HAEIN	reviewed	Uncharacterized transposase-like protein HI_1328.1	HI_1328.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	123
P44660	Y359_HAEIN	reviewed	Probable iron transport system membrane protein HI_0359	HI_0359	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	271
P44634	Y315_HAEIN	reviewed	Probable transcriptional regulatory protein HI_0315	HI_0315	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	246
P43984	Y318_HAEIN	reviewed	Uncharacterized protein HI_0318	HI_0318	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	172
P44940	Y929_HAEIN	reviewed	Putative acid--amine ligase HI_0929 (EC 6.3.1.-)	HI_0929	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	393
P44016	Y561_HAEIN	reviewed	Putative oligopeptide transporter HI_0561	HI_0561	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	633
P44064	Y869_HAEIN	reviewed	Uncharacterized protein HI_0869	HI_0869	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
P44045	Y732_HAEIN	reviewed	Uncharacterized protein HI_0732	HI_0732	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	50
P44917	Y883_HAEIN	reviewed	Uncharacterized transporter HI_0883	HI_0883	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	456
P44746	Y527_HAEIN	reviewed	Uncharacterized ferredoxin-like protein HI_0527	HI_0527	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	86
P44175	Y1399_HAEIN	reviewed	Uncharacterized protein HI_1399	HI_1399	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	202
P44302	Y1738_HAEIN	reviewed	Uncharacterized membrane protein HI_1738	HI_1738	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	244
Q57144	Y461_HAEIN	reviewed	Uncharacterized protein HI_0461	HI_0461	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	291
P43982	Y310_HAEIN	reviewed	Uncharacterized protein HI_0310	HI_0310	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	95
P44839	Y719_HAEIN	reviewed	RutC family protein HI_0719	HI_0719	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	130
P44757	Y570_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_0570	HI_0570	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	205
P44972	YIDD_HAEIN	reviewed	Putative membrane protein insertion efficiency factor	HI_1000	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	86
P44640	Y325_HAEIN	reviewed	Uncharacterized membrane protein HI_0325	HI_0325	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	450
P44239	VG46_HAEIN	reviewed	Mu-like prophage FluMu protein gp46	HI_1519	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	135
Q57195	Y1042_HAEIN	reviewed	Uncharacterized protein HI_1042	HI_1042	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	617
P44580	Y224_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_0224	HI_0224	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	168
P44579	Y223_HAEIN	reviewed	Uncharacterized transporter HI_0223	HI_0223	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	300
P43790	YCED_HAEIN	reviewed	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD)	yceD HI_0159	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	174
P44952	Y952_HAEIN	reviewed	UPF0758 protein HI_0952	HI_0952	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	221
P44082	Y941_HAEIN	reviewed	Uncharacterized protein HI_0941	HI_0941	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	101
P44088	Y977_HAEIN	reviewed	Probable protein adenylyltransferase HI_0977 (EC 2.7.7.n1)	HI_0977	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	191
Q57434	Y896_HAEIN	reviewed	Uncharacterized protein HI_0896	HI_0896	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	204
P44713	SECG_HAEIN	reviewed	Protein-export membrane protein SecG	secG HI_0445	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	112
P45221	Y1467_HAEIN	reviewed	Uncharacterized ABC transporter ATP-binding protein HI_1467	HI_1467	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	589
P44204	Y1458_HAEIN	reviewed	Uncharacterized protein HI_1458	HI_1458	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	80
P44275	Y1622_HAEIN	reviewed	Uncharacterized protein HI_1622	HI_1622	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	161
P43931	Y043_HAEIN	reviewed	UPF0283 membrane protein HI_0043	HI_0043	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	354
P44709	Y431_HAEIN	reviewed	Uncharacterized protein HI_0431	HI_0431	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	196
P43965	Y217_HAEIN	reviewed	Putative REP-associated tyrosine transposase	HI_0217	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	176
P44882	Y817_HAEIN	reviewed	UPF0149 protein HI_0817	HI_0817	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	182
Q57147	Y976_HAEIN	reviewed	Uncharacterized protein HI_0976	HI_0976	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	128
P44023	Y594_HAEIN	reviewed	Uncharacterized protein HI_0594	HI_0594	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	509
P45291	TRUA_HAEIN	reviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA hisT HI_1644	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	269
P44393	URE3_HAEIN	reviewed	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA HI_0541	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	100
P45116	Y1225_HAEIN	reviewed	Uncharacterized protein HI_1225	HI_1225	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	106
P44662	Y361_HAEIN	reviewed	Probable iron transport system ATP-binding protein HI_0361	HI_0361	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	306
P44520	Y108_HAEIN	reviewed	Uncharacterized protein HI_0108	HI_0108	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	297
P44137	Y1249_HAEIN	reviewed	Uncharacterized protein HI_1249	HI_1249	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	206
P45290	Y1643_HAEIN	reviewed	UPF0324 membrane protein HI_1643	HI_1643	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	338
P44481	Y048_HAEIN	reviewed	Uncharacterized oxidoreductase HI_0048 (EC 1.-.-.-)	HI_0048	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	285
P43979	Y291_HAEIN	reviewed	Uncharacterized protein HI_0291	HI_0291	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	68
P43971	Y243_HAEIN	reviewed	Uncharacterized protein HI_0243	HI_0243	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	172
P44004	Y488_HAEIN	reviewed	Uncharacterized protein HI_0488	HI_0488	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	200
P43980	Y304_HAEIN	reviewed	UPF0301 protein HI_0304	HI_0304	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	186
P71353	Y568_HAEIN	reviewed	Uncharacterized protein HI_0568	HI_0568	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	762
P44036	Y677_HAEIN	reviewed	Uncharacterized protein HI_0677	HI_0677	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
Q57491	Y872_HAEIN	reviewed	Uncharacterized sugar transferase HI_0872 (EC 2.-.-.-)	HI_0872	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	471
P44267	Y1599_HAEIN	reviewed	Uncharacterized protein HI_1599	HI_1599	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	238
P45022	Y1078_HAEIN	reviewed	Probable amino-acid ABC transporter ATP-binding protein HI_1078	HI_1078	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	257
P44254	Y1562_HAEIN	reviewed	Uncharacterized protein HI_1562	HI_1562	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	52
P45076	Y1151_HAEIN	reviewed	UPF0307 protein HI_1151	HI_1151	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	178
P45023	Y1079_HAEIN	reviewed	Probable amino-acid ABC transporter permease protein HI_0179	HI_1079	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	210
P44256	Y1564_HAEIN	reviewed	Uncharacterized protein HI_1564	HI_1564	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	50
P44268	Y1600_HAEIN	reviewed	UPF0276 protein HI_1600	HI_1600	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	307
P44269	Y1601_HAEIN	reviewed	Uncharacterized protein HI_1601	HI_1601	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	95
P44270	Y1602_HAEIN	reviewed	Uncharacterized protein HI_1602	HI_1602	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	151
Q57017	Y107_HAEIN	reviewed	UPF0053 protein HI_0107	HI_0107	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	420
P45305	Y1664_HAEIN	reviewed	Uncharacterized metal-dependent hydrolase HI_1664 (EC 3.1.-.-)	HI_1664	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	251
P44271	Y1603_HAEIN	reviewed	UPF0111 protein HI_1603	HI_1603	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	226
P45079	Y1154_HAEIN	reviewed	Uncharacterized symporter HI_1154	HI_1154	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	440
P45268	Y1604_HAEIN	reviewed	Putative phosphate permease HI_1604	HI_1604	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	420
P44283	Y1665_HAEIN	reviewed	Uncharacterized protein HI_1665	HI_1665	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	40
P45024	Y1080_HAEIN	reviewed	Probable amino-acid ABC transporter-binding protein HI_1080	HI_1080	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	257
P44284	Y1666_HAEIN	reviewed	Uncharacterized protein HI_1666	HI_1666	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	127
P44272	Y1605_HAEIN	reviewed	Uncharacterized protein HI_1605	HI_1605	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	203
P43011	Y1364_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_1364 (ORF2)	HI_1364	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	288
Q57243	Y1272_HAEIN	reviewed	Uncharacterized ABC transporter ATP-binding protein HI_1272	HI_1272	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	263
P44762	TUSD_HAEIN	reviewed	Sulfurtransferase TusD homolog (EC 2.8.1.-)	tusD HI_0576	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	126
Q57534	VAPB1_HAEIN	reviewed	Antitoxin VapB1	vapB1 HI_0321	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	78
P44185	Y1413_HAEIN	reviewed	Uncharacterized protein HI_1413	HI_1413	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	93
P44572	Y213_HAEIN	reviewed	Putative binding protein HI_0213	HI_0213	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	514
P44592	YAJC_HAEIN	reviewed	Sec translocon accessory complex subunit YajC	yajC HI_0241	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	97
P44863	Y755_HAEIN	reviewed	Uncharacterized protein HI_0755	HI_0755	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	280
P44230	VG36_HAEIN	reviewed	Mu-like prophage FluMu protein gp36	HI_1508	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	141
Q57374	Y1411_HAEIN	reviewed	Uncharacterized protein HI_1411	HI_1411	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	171
P71379	Y1343_HAEIN	reviewed	Putative csd-like protein HI_1343	HI_1343	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	238
P45341	WECA_HAEIN	reviewed	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe HI_1716	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	355
Q57427	Y193_HAEIN	reviewed	Putative esterase/lipase HI_0193 (EC 3.1.-.-)	HI_0193	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	287
Q57362	Y195A_HAEIN	reviewed	Uncharacterized MscS family protein HI_0195.1	HI_0195.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	1111
P43936	Y080_HAEIN	reviewed	Uncharacterized protein HI_0080	HI_0080	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	143
P43996	Y421_HAEIN	reviewed	Uncharacterized protein HI_0421	HI_0421	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	54
Q57051	Y588_HAEIN	reviewed	Uncharacterized hydrolase HI_0588 (EC 3.-.-.-)	HI_0588	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	411
P45106	PRMB_HAEIN	reviewed	50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	prmB HI_1201	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	314
P71381	TRPG_HAEIN	reviewed	Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, GATase component) (Anthranilate synthase, glutamine amidotransferase component)	trpG HI_1388	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	193
P44740	TRMO_HAEIN	reviewed	tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA (m6t6A37) methyltransferase) (tRNA methyltransferase O)	trmO tsaA HI_0510	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	239
P44630	XERD_HAEIN	reviewed	Tyrosine recombinase XerD	xerD xprB HI_0309	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	297
P71365	Y1050_HAEIN	reviewed	Uncharacterized protein HI_1050	HI_1050	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	92
P43830	SYP_HAEIN	reviewed	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS HI_0729	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	572
P44242	VPS_HAEIN	reviewed	Mu-like prophage FluMu defective tail fiber protein	HI_1522	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	623
Q57525	Y1632_HAEIN	reviewed	Putative inactive aspartokinase 3 HI_1632	HI_1632	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	121
P44609	Y277_HAEIN	reviewed	UPF0225 protein HI_0277	HI_0277	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	161
P43989	YFGM_HAEIN	reviewed	Ancillary SecYEG translocon subunit (Periplasmic chaperone YfgM)	HI_0370	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	204
P43987	Y326_HAEIN	reviewed	Uncharacterized protein HI_0326	HI_0326	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	87
P43912	TRMD_HAEIN	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD HI_0202	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	246
P42872	TONB_HAEIN	reviewed	Protein TonB	tonB HI_0251	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	270
P44394	UREE_HAEIN	reviewed	Urease accessory protein UreE	ureE HI_0538	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
P44189	Y1418_HAEIN	reviewed	Uncharacterized protein HI_1418	HI_1418	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	201
P43963	Y205_HAEIN	reviewed	Uncharacterized protein HI_0205	HI_0205	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	257
P44773	Y603_HAEIN	reviewed	Uncharacterized protein HI_0603	HI_0603	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	230
P44238	VG45_HAEIN	reviewed	Mu-like prophage FluMu protein gp45	HI_1518	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	182
P44401	XYLB_HAEIN	reviewed	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	xylB HI_1113	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	493
P71391	Y1525_HAEIN	reviewed	Putative binding protein HI_1525	HI_1525	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	245
P44281	Y1650_HAEIN	reviewed	Uncharacterized protein HI_1650	HI_1650	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	36
P43930	Y042_HAEIN	reviewed	Uncharacterized RNA pseudouridine synthase HI_0042 (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	HI_0042	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	224
O05031	Y737_HAEIN	reviewed	Putative uncharacterized protein HI_0737	HI_0737	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	265
P71360	Y878_HAEIN	reviewed	Uncharacterized transporter HI_0878	HI_0878	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	306
P44050	Y762_HAEIN	reviewed	Uncharacterized protein HI_0762	HI_0762	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	226
P43810	YCIB_HAEIN	reviewed	Inner membrane-spanning protein YciB	yciB HI_0826	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
Q57213	Y1474_HAEIN	reviewed	Uncharacterized ABC transporter ATP-binding protein HI_1474	HI_1474	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	199
P44266	Y1595_HAEIN	reviewed	Uncharacterized protein HI_1595	HI_1595	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	107
