FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0017191,CBP-0017191-01,A050,E13, , ,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)O)Cl, ,Lopac_Sigma,41092_LOPAC_Sigma_D 6140
CBP-0017206,CBP-0017206-01,A050,E14,51028-73-0,5816,CNC[C@H](O)c1ccc(c(c1)O)O,epinephrine,Lopac_Sigma,41108_LOPAC_Sigma_E 4375
CBP-0017220,CBP-0017220-01,A050,E15,22964-77-8,442897,COc1c2c(nc3ccccc13)OC(C2)C(C)(O)CO,Dubinidine,Lopac_Sigma,41124_LOPAC_Sigma_D 7814
CBP-0017234,CBP-0017234-01,A050,E16,873662-39-6,5757,C[C@@]12CC[C@H]3[C@@H](CCc4cc(ccc43)O)[C@@H]2CC[C@@H]1O,estradiol,Lopac_Sigma,41140_LOPAC_Sigma_E 8875
CBP-0017250,CBP-0017250-01,A050,E17,9030-21-1,68368,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2cncnc12,Nebularine,Lopac_Sigma,41156_LOPAC_Sigma_D 8296
CBP-0017266,CBP-0017266-01,A050,E18,51350-19-7,149784,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(ncnc12)N,"(2R,3S)-3-(6-amino-9H-purin-9-yl)nonan-2-ol",Lopac_Sigma,41172_LOPAC_Sigma_E-114
CBP-0017282,CBP-0017282-01,A050,E19, ,6604728,O=C1CN(/N=C/c2ccc(o2)-c2ccc(cc2)N(=O)=O)C(=O)[N-]1,AB00053743_02,Lopac_Sigma,41188_LOPAC_Sigma_D 9175
CBP-0017298,CBP-0017298-01,A050,E20, ,3448892,COc1ccc2n(c(c(c2c1)CC(=O)O)C)Cc1ccc(cc1)F,1-(4-Fluorobenzyl)-5-methoxy-2-methylindole-3-acetic acid,Lopac_Sigma,41204_LOPAC_Sigma_F 2927
CBP-0017313,CBP-0017313-01,A050,E21,641-36-1,12545,COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,Apocodeine,Lopac_Sigma,41220_LOPAC_Sigma_D-003
CBP-0017328,CBP-0017328-01,A050,E22,78755-81-4,3373,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc12)F,flumazenil,Lopac_Sigma,41236_LOPAC_Sigma_F 6300
CBP-0017011,CBP-0017011-01,A050,F01,156547-56-7,133012,CCCN1C(=O)N(CCCOC(=O)c2ccc(cc2)S(=O)(=O)F)c2nc([nH]c2C1=O)C1CCCC1,FSCPX,Lopac_Sigma,40901_LOPAC_Sigma_F 7927
CBP-0017027,CBP-0017027-01,A050,F02, ,6603862,NC(=N)NCCNOS(=O)c1cccc2cnccc12,NCGC00015486-01,Lopac_Sigma,40917_LOPAC_Sigma_H-120
CBP-0017042,CBP-0017042-01,A050,F03,119945-59-4,3333,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,felodipine,Lopac_Sigma,40933_LOPAC_Sigma_F 9677
CBP-0017058,CBP-0017058-01,A050,F04, ,24867850,C[NH2+]CCCCC[NH2+]CCC1CC2CCCC(C2)C1,IEM-1460,Lopac_Sigma,40949_LOPAC_Sigma_I 0154
CBP-0017074,CBP-0017074-01,A050,F05,202272-68-2,6603857,CN(C)c1cc2c(ncnc2cn1)Nc1ccc2n(ncc2c1)Cc1ccccc1,GW2974,Lopac_Sigma,40965_LOPAC_Sigma_G 0668
CBP-0017090,CBP-0017090-01,A050,F06, ,11957563,CC(C)[N+]1(C)C2CCC1CC(C2)C(=O)OC(CO)c1ccccc1,Lopac0_000590,Lopac_Sigma,40981_LOPAC_Sigma_I 1637
CBP-0017105,CBP-0017105-01,A050,F07,220904-83-6,5034,Oc1c(cc(cc1Br)C=C1C(=O)Nc2ccc(cc21)I)Br,GW305074X,Lopac_Sigma,40997_LOPAC_Sigma_G 6416
CBP-0017118,CBP-0017118-01,A050,F08,925913-11-7,3689,CC(C(O)c1ccc(cc1)O)N1CCC(CC1)Cc1ccccc1,Ifenprodil,Lopac_Sigma,41013_LOPAC_Sigma_I 2892
CBP-0017134,CBP-0017134-01,A050,F09,92614-50-1,1221,Cc1onc(c1CC(N)C(=O)O)O,ampa,Lopac_Sigma,41029_LOPAC_Sigma_G-017
CBP-0017149,CBP-0017149-01,A050,F10,84477-73-6,1352,CC1CN(CCN1)S(=O)(=O)c1cccc2cnccc12,Iso-H-7,Lopac_Sigma,41045_LOPAC_Sigma_I 6391
CBP-0017163,CBP-0017163-01,A050,F11,60142-96-3,3446,NCC1(CCCCC1)CC(=O)O,gabapentin,Lopac_Sigma,41061_LOPAC_Sigma_G-154
CBP-0017177,CBP-0017177-01,A050,F12, ,11957582,CC(=N)NCCCC[C@@H](N)C(=O)O,CHEMBL340800,Lopac_Sigma,41077_LOPAC_Sigma_I 8021
CBP-0017192,CBP-0017192-01,A050,F13,61788-97-4,3559,OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,haloperidol,Lopac_Sigma,41093_LOPAC_Sigma_H 1512
CBP-0017207,CBP-0017207-01,A050,F14, ,4656,Clc1cc(cc(c1N=C1NCCN1)Cl)I,p-Iodoclonidine,Lopac_Sigma,41109_LOPAC_Sigma_I-114
CBP-0006192,CBP-0006192-02,A050,F15,121445-26-9,3655,Nc1c2c(nc3ccccc13)CCCC2O,Velnacrine,Lopac_Sigma,41125_LOPAC_Sigma_H 3146
CBP-0017235,CBP-0017235-01,A050,F16,130383-75-4,107995,CCN1CCC[C@H]1CNC(=O)c1c(c(ccc1OC)I)O,IBZM,Lopac_Sigma,41141_LOPAC_Sigma_I-139
CBP-0017251,CBP-0017251-01,A050,F17,95333-64-5,3035523,Oc1ccc(cc1)Cn1ccnc1S,1-(4-Hydroxybenzyl)imidazole-2-thiol,Lopac_Sigma,41157_LOPAC_Sigma_H 6892
CBP-0017267,CBP-0017267-01,A050,F18,142128-59-4,456201,CC(=O)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2ccnc2)(O1)c1ccc(cc1Cl)Cl,ketoconazole,Lopac_Sigma,41173_LOPAC_Sigma_K 1003
CBP-0017283,CBP-0017283-01,A050,F19,51-61-6,681,NCCc1ccc(c(c1)O)O,dopamine,Lopac_Sigma,41189_LOPAC_Sigma_H 8502
CBP-0017299,CBP-0017299-01,A050,F20,142326-60-1,54679302,OC1=C(C(=O)Nc2cc(ccc21)Cl)c1ccc(cc1)Oc1ccccc1,7-chloro-4-hydroxy-3-(4-phenoxyphenyl)-2(1H)-Quinolinone,Lopac_Sigma,41205_LOPAC_Sigma_L 0258
CBP-0017314,CBP-0017314-01,A050,F21, ,6603748,N#CSc1ccc2oc(cc2c1)C1=NCCN1,BU99006,Lopac_Sigma,41221_LOPAC_Sigma_B 8433
CBP-0017329,CBP-0017329-01,A050,F22, ,11957585,Cc1ccccc1N1CCN(CC1)S(=O)(=O)C[C@]12CCC(CC1NC(=O)[C@@H](N)CCS(=O)(=O)C)C2(C)C,"L-368,899",Lopac_Sigma,41237_LOPAC_Sigma_L 2540
CBP-0017012,CBP-0017012-01,A050,G01, ,11957513,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)C2COC(=O)C2)[C@H](O)[C@H](O)[C@H]1O,DIHYDROOUABAIN,Lopac_Sigma,40902_LOPAC_Sigma_D 0670
CBP-0017028,CBP-0017028-01,A050,G02,159795-65-0,1242,Oc1cc2c(cc1O)C(CNCC2)c1ccccc1,SKF 38393,Lopac_Sigma,40918_LOPAC_Sigma_D-047
CBP-0017043,CBP-0017043-01,A050,G03,7101-51-1,23497,COC(=O)[C@@H](N)Cc1ccc(c(c1)O)O,Melevodopa,Lopac_Sigma,40934_LOPAC_Sigma_D 1507
CBP-0017059,CBP-0017059-01,A050,G04,50356-15-5,4943,CC(C)c1cccc(c1O)C(C)C,propofol,Lopac_Sigma,40950_LOPAC_Sigma_D126608
CBP-0017075,CBP-0017075-01,A050,G05,511-12-6,10531,CN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,dihydroergotamine,Lopac_Sigma,40966_LOPAC_Sigma_D 2763
CBP-0017091,CBP-0017091-01,A050,G06,123158-59-8,1779,OC(=O)c1cc(c2c(cc(cc2n1)Cl)Cl)O,"5,7-Dichlorokynurenic acid",Lopac_Sigma,40982_LOPAC_Sigma_D-138
CBP-0005537,CBP-0005537-02,A050,G07,50-47-5,2995,CNCCCN1c2ccccc2CCc2ccccc21,desipramine,Lopac_Sigma,40998_LOPAC_Sigma_D 3900
CBP-0017119,CBP-0017119-01,A050,G08,76081-98-6,108137,Cc1nc2c(cccn2c1CC#N)OCc1ccccc1,Sch-28080,Lopac_Sigma,41014_LOPAC_Sigma_S 4443
CBP-0017135,CBP-0017135-01,A050,G09, ,11957514,CC(N)[C@H](O)c1ccc(c(c1)O)O,(-)-alpha-Methylnorepinephrine,Lopac_Sigma,41030_LOPAC_Sigma_D 5290
CBP-0017150,CBP-0017150-01,A050,G10,51022-77-6,3277,CCOC(=O)c1cnc2n(ncc2c1NN=C(C)C)CC,etazolate,Lopac_Sigma,41046_LOPAC_Sigma_E 1896
CBP-0017164,CBP-0017164-01,A050,G11,7481-89-2,24066,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,zalcitabine,Lopac_Sigma,41062_LOPAC_Sigma_D 5782
CBP-0017178,CBP-0017178-01,A050,G12,312-48-1,3202,CC[N+](C)(C)c1cccc(c1)O,edrophonium,Lopac_Sigma,41078_LOPAC_Sigma_E 3256
CBP-0017193,CBP-0017193-01,A050,G13,84932-15-0,3053,OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Pentetic acid,Lopac_Sigma,41094_LOPAC_Sigma_D 6518
CBP-0017208,CBP-0017208-01,A050,G14,56618-01-0,6207,OC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,EGTA,Lopac_Sigma,41110_LOPAC_Sigma_E 4378
CBP-0017221,CBP-0017221-01,A050,G15,856995-49-8,3042,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,dicyclomine,Lopac_Sigma,41126_LOPAC_Sigma_D 7909
CBP-0017236,CBP-0017236-01,A050,G16,37242-41-4,5870,C[C@]12CC[C@H]3[C@@H](CCc4cc(ccc43)O)[C@@H]1CCC2=O,estrone,Lopac_Sigma,41142_LOPAC_Sigma_E 9750
CBP-0017252,CBP-0017252-01,A050,G17, ,6510278,C/C=C/1\C(=O)CC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,(Z)-Gugglesterone,Lopac_Sigma,41158_LOPAC_Sigma_G 5168
CBP-0017268,CBP-0017268-01,A050,G18,24177-05-7,31116,CC(C)[C@@]1(NC(=O)[C@H]2CN(C)[C@@H]3Cc4c[nH]c5cccc(c45)C3=C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,Ergocristine,Lopac_Sigma,41174_LOPAC_Sigma_E-140
CBP-0017284,CBP-0017284-01,A050,G19,60563-36-2,656765,CCN1C(=O)Nc2cc(c(cc21)Cl)Cl,DCEBIO,Lopac_Sigma,41190_LOPAC_Sigma_D 9190
CBP-0017300,CBP-0017300-01,A050,G20, ,3436,[O-]C(=O)c1cc2cc(ccc2o1)Cc1cccnc1,5-(pyridin-3-ylmethyl)-1-benzofuran-2-carboxylate,Lopac_Sigma,41206_LOPAC_Sigma_F 3764
CBP-0017315,CBP-0017315-01,A050,G21,18426-20-5,167715,CCCN1CCc2cccc-3c2[C@H]1Cc1ccc(c(c13)O)O,n-Propylapomorphine,Lopac_Sigma,41222_LOPAC_Sigma_D-027
CBP-0017330,CBP-0017330-01,A050,G22,21300-44-7,2837663,COC1=CC(=O)N(C)c2c(cccc21)OCC(O)C(C)(C)O,ST005177,Lopac_Sigma,41238_LOPAC_Sigma_F 6426
CBP-0017013,CBP-0017013-01,A050,H01,166445-40-5,5469318,CC(=CCC/C(=C/CC/C(=C/CSc1ccccc1C(=O)O)C)C)C,Salirasib,Lopac_Sigma,40903_LOPAC_Sigma_F 8175
CBP-0017029,CBP-0017029-01,A050,H02,84477-87-2,3542,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine,Lopac_Sigma,40919_LOPAC_Sigma_H-121
CBP-0017044,CBP-0017044-01,A050,H03,1841-19-6,3396,Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(cc1)F,Fluspirilene,Lopac_Sigma,40935_LOPAC_Sigma_F-100
CBP-0017060,CBP-0017060-01,A050,H04,50847-11-5,3671,CC(C)C(=O)c1c(nn2ccccc12)C(C)C,ibudilast,Lopac_Sigma,40951_LOPAC_Sigma_I 0157
CBP-0017076,CBP-0017076-01,A050,H05,29110-47-2,3519,NC(=N)NC(=O)Cc1c(cccc1Cl)Cl,GUANFACINE,Lopac_Sigma,40967_LOPAC_Sigma_G 1043
CBP-0017092,CBP-0017092-01,A050,H06,57852-57-0,42890,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1ccccc1C3=O)O)C(=O)C,IDARUBICIN,Lopac_Sigma,40983_LOPAC_Sigma_I 1656
CBP-0000503,CBP-0000503-02,A050,H07,690224-00-1,5280961,Oc1ccc(cc1)C1=COc2cc(cc(c2C1=O)O)O,genistein,Lopac_Sigma,40999_LOPAC_Sigma_G 6649
CBP-0017120,CBP-0017120-01,A050,H08,32095-14-0,3762,CCC(NC(C)C)C(O)c1ccc(c(c1)O)O,isoetharine,Lopac_Sigma,41015_LOPAC_Sigma_I 3639
CBP-0017136,CBP-0017136-01,A050,H09,2489-10-3,4266,NCc1cc(no1)O,muscimol,Lopac_Sigma,41031_LOPAC_Sigma_G-019
CBP-0017151,CBP-0017151-01,A050,H10,137-95-1,443372,CC(C)NC[C@H](O)c1ccc(c(c1)O)O,LEVISOPRENALINE,Lopac_Sigma,41047_LOPAC_Sigma_I 6504
CBP-0017165,CBP-0017165-01,A050,H11,51017-31-3,3623,CN1C2CCC1CC(C2)OC(=O)C(O)c1ccccc1,HOMATROPINE,Lopac_Sigma,41063_LOPAC_Sigma_H 0126
CBP-0017179,CBP-0017179-01,A050,H12,2751-18-0,439744,N[C@@H](Cc1ccc(c(c1)I)O)C(=O)O,3-Iodo-L-tyrosine,Lopac_Sigma,41079_LOPAC_Sigma_I 8250
CBP-0017194,CBP-0017194-01,A050,H13,1044569-46-1,3637,NNc1nncc2ccccc12,hydralazine,Lopac_Sigma,41095_LOPAC_Sigma_H 1753
CBP-0017209,CBP-0017209-01,A050,H14,53108-01-3,656717,C[C@]1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C1CCCC1,R(+)-IAA-94,Lopac_Sigma,41111_LOPAC_Sigma_I-117
CBP-0017222,CBP-0017222-01,A050,H15,8063-42-1,5754,C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]21,hydrocortisone,Lopac_Sigma,41127_LOPAC_Sigma_H 4001
CBP-0017237,CBP-0017237-01,A050,H16, ,11957586,CNC(=O)[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2c(ncnc12)NCc1cccc(c1)I,SCHEMBL8922766,Lopac_Sigma,41143_LOPAC_Sigma_I-146
CBP-0017253,CBP-0017253-01,A050,H17,65592-96-3,774,NCCc1c[nH]cn1,histamine,Lopac_Sigma,41159_LOPAC_Sigma_H 7250
CBP-0017269,CBP-0017269-01,A050,H18,66635-83-4,3826,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,ketorolac,Lopac_Sigma,41175_LOPAC_Sigma_K 1136
CBP-0017285,CBP-0017285-01,A050,H19,127-07-1,3657,NC(=O)NO,hydroxyurea,Lopac_Sigma,41191_LOPAC_Sigma_H 8627
CBP-0017301,CBP-0017301-01,A050,H20,68767-14-6,3965,CC(C(=O)O)c1ccc(cc1)CC1CCCC1=O,Loxoprofen,Lopac_Sigma,41207_LOPAC_Sigma_L 0664
CBP-0017316,CBP-0017316-01,A050,H21,637-33-2,1663,NNCc1cccc(c1)O,3-hydroxybenzylhydrazine,Lopac_Sigma,41223_LOPAC_Sigma_H 9382
CBP-0017331,CBP-0017331-01,A050,H22,98079-51-7,3948,CCN1C=C(C(=O)O)C(=O)c2cc(c(c(c21)F)N1CCNC(C)C1)F,lomefloxacin,Lopac_Sigma,41239_LOPAC_Sigma_L 2906
CBP-0017014,CBP-0017014-01,A050,I01,67230-43-7,36811,CC(CCc1ccc(cc1)O)NCCc1ccc(c(c1)O)O,dobutamine,Lopac_Sigma,40904_LOPAC_Sigma_D 0676
CBP-0017030,CBP-0017030-01,A050,I02,67469-69-6,3455,Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(cc1)F,Vanoxerine,Lopac_Sigma,40920_LOPAC_Sigma_D-052
CBP-0017045,CBP-0017045-01,A050,I03,100937-52-8,451991,OC[C@H]1NC[C@@H](O)[C@@H]1O,"1,4-dideoxy-1,4-imino-d-arabinitol",Lopac_Sigma,40936_LOPAC_Sigma_D 1542
CBP-0017061,CBP-0017061-01,A050,I04, ,11957533,CN1CCC23CCCC[C@H]2C1Cc1ccc(cc13)O,CHEMBL1617689,Lopac_Sigma,40952_LOPAC_Sigma_D-127
CBP-0017077,CBP-0017077-01,A050,I05,123773-57-9,3101,c1ccc2c(c1)[i+]c1ccccc12,Dibenziodolium,Lopac_Sigma,40968_LOPAC_Sigma_D 2926
CBP-0017093,CBP-0017093-01,A050,I06, ,131307,ClCCN1CCC(CC1)OC(=O)C(c1ccccc1)c1ccccc1,4-Damp mustard,Lopac_Sigma,40984_LOPAC_Sigma_D-142
CBP-0017121,CBP-0017121-01,A050,I08, ,9816005,CCCN1CCC[C@H](C1)c1cccc(c1)C#N,CHEMBL92183,Lopac_Sigma,41016_LOPAC_Sigma_D-206
CBP-0017137,CBP-0017137-01,A050,I09, ,6603818,COc1cc(cc(c1OC)OC)C(=O)OCCC[NH+]1CCC[NH+](CCCOC(=O)c2cc(c(c(c2)OC)OC)OC)CC1,dilazep hydrochloride,Lopac_Sigma,41032_LOPAC_Sigma_D 5294
CBP-0017152,CBP-0017152-01,A050,I10,213743-31-8,6603792,Nc1ncnc2n(cc(c12)-c1ccc(cc1)Oc1ccccc1)C1CCCC1,213743-31-8,Lopac_Sigma,41048_LOPAC_Sigma_C 8863
CBP-0017166,CBP-0017166-01,A050,I11, ,11957516,Fc1ccc(cc1)C(=C1CCN(CCN2C(=O)C3C=CC=CC3=NC2=S)CC1)c1ccc(cc1)F,Lopac0_000370,Lopac_Sigma,41064_LOPAC_Sigma_D 5794
CBP-0017180,CBP-0017180-01,A050,I12,89197-32-0,72016,CCC1(Cc2ccccc2O1)C1=NCCN1,Efaroxan,Lopac_Sigma,41080_LOPAC_Sigma_E 3263
CBP-0017195,CBP-0017195-01,A050,I13,1147187-62-9,5018304,[Na]OC(=O)Cc1ccccc1Nc1c(cccc1Cl)Cl,Diclofenac sodium,Lopac_Sigma,41096_LOPAC_Sigma_D 6899
CBP-0017210,CBP-0017210-01,A050,I14,8060-13-7,838,CNCC(O)c1ccc(c(c1)O)O,DL-Adrenaline,Lopac_Sigma,41112_LOPAC_Sigma_E 4642
CBP-0017223,CBP-0017223-01,A050,I15,51050-59-0,1609,ClC1=C(Cl)c2ccccc2C(=O)O1,"3,4-dichloroisocoumarin",Lopac_Sigma,41128_LOPAC_Sigma_D 7910
CBP-0017238,CBP-0017238-01,A050,I16,69954-48-9,107704,COC(=O)c1cc2c(cn1)[nH]c1ccccc12,beta-CCM,Lopac_Sigma,41144_LOPAC_Sigma_E-002
CBP-0017254,CBP-0017254-01,A050,I17, ,11957530,CC12Cc3cnoc3C=C2CC[C@@H]2[C@@H]1CCC1(C)[C@H]2CC[C@@]1(O)C#C,Lopac0_000443,Lopac_Sigma,41160_LOPAC_Sigma_D 8399
CBP-0017270,CBP-0017270-01,A050,I18,25451-15-4,3331,NC(=O)OCC(COC(=O)N)c1ccccc1,felbamate,Lopac_Sigma,41176_LOPAC_Sigma_F 0778
CBP-0017286,CBP-0017286-01,A050,I19,14199-63-4,1374,OCC1NCC(O)C(O)C1O,"2-(hydroxymethyl)piperidine-3,4,5-triol",Lopac_Sigma,41192_LOPAC_Sigma_D 9305
CBP-0017302,CBP-0017302-01,A050,I20,208993-54-8,172307,COc1cccc2c1[C@@H]1CN(CCCCN3C(=O)Nc4c(sc5ncc(nc45)-c4ccccc4)C3=O)C[C@@H]1CO2,Fiduxosin,Lopac_Sigma,41208_LOPAC_Sigma_F 4303
CBP-0017317,CBP-0017317-01,A050,I21, ,6603797,CN1CCc2cc(cc-3c2[C@H]1Cc1ccc(c(c13)O)O)O,CHEMBL19130,Lopac_Sigma,41224_LOPAC_Sigma_D-029
CBP-0017332,CBP-0017332-01,A050,I22,536-69-6,3442,CCCCc1ccc(nc1)C(=O)O,fusaric acid,Lopac_Sigma,41240_LOPAC_Sigma_F 6513
CBP-0017015,CBP-0017015-01,A050,J01,40218-96-0,941361,Fc1ccc(cc1)C(N1CCN(CC1)C/C=C/c1ccccc1)c1ccc(cc1)F,flunarizine,Lopac_Sigma,40905_LOPAC_Sigma_F 8257
CBP-0017031,CBP-0017031-01,A050,J02,116679-83-5,3603,O[Si](CCCN1CCCCC1)(C1CCCCC1)c1ccc(cc1)F,pFHHSiD,Lopac_Sigma,40921_LOPAC_Sigma_H-127
CBP-0017046,CBP-0017046-01,A050,J03,2709-56-0,5281881,OCCN1CCN(CC/C=C\2/c3ccccc3Sc3ccc(cc32)C(F)(F)F)CC1,Flupentixol,Lopac_Sigma,40937_LOPAC_Sigma_F-114
CBP-0017062,CBP-0017062-01,A050,J04,645-65-8,96215,OC(=O)Cc1c[nH]cn1,Imidazole-4-acetic acid,Lopac_Sigma,40953_LOPAC_Sigma_I 0375
CBP-0017078,CBP-0017078-01,A050,J05,84960-48-5,33032,N[C@@H](CCC(=O)O)C(=O)O,L-glutamic acid,Lopac_Sigma,40969_LOPAC_Sigma_G 2128
CBP-0017094,CBP-0017094-01,A050,J06,93515-00-5,115348,COc1ccc2[nH]c(c(c2c1)CCNC(=O)C)I,2-Iodomelatonin,Lopac_Sigma,40985_LOPAC_Sigma_I 1899
CBP-0017106,CBP-0017106-01,A050,J07,265129-71-3,3392731,CC(C)(Sc1ccc(cc1)CCN(CCCCC1CCCCC1)C(=O)NC1CCCCC1)C(=O)O,GW7647,Lopac_Sigma,41001_LOPAC_Sigma_G 6793
CBP-0017122,CBP-0017122-01,A050,J08,13745-20-5,638278,Oc1ccc(cc1)/C=C/C(=O)c1ccc(cc1O)O,isoliquiritigenin,Lopac_Sigma,41017_LOPAC_Sigma_I 3766
CBP-0017138,CBP-0017138-01,A050,J09,5051-62-7,5702063,NC(=N)N/N=C/c1c(cccc1Cl)Cl,guanabenz,Lopac_Sigma,41033_LOPAC_Sigma_G-110
CBP-0017029,CBP-0017029-02,A050,J10, , , , ,Lopac_Sigma,41049_LOPAC_Sigma_I 7016
CBP-0017167,CBP-0017167-01,A050,J11,2394-20-9,1245,COc1cc(ccc1O)C(O)C(=O)O,Vanillylmandelic acid,Lopac_Sigma,41065_LOPAC_Sigma_H 0131
CBP-0017181,CBP-0017181-01,A050,J12,36889-13-1,107984,CC(=N)NCCC[C@H](N)C(=O)O,L-NIO,Lopac_Sigma,41081_LOPAC_Sigma_I 8768
CBP-0017196,CBP-0017196-01,A050,J13,822-55-9,1745,OCc1c[nH]cn1,822-55-9,Lopac_Sigma,41097_LOPAC_Sigma_H 1877
CBP-0017211,CBP-0017211-01,A050,J14,97229-15-7,126280,CN[C@@H]1C[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,Indatraline,Lopac_Sigma,41113_LOPAC_Sigma_I-119
CBP-0017224,CBP-0017224-01,A050,J15,1309791-76-1,433294,[Li]Cl,LITHIUM CHLORIDE,Lopac_Sigma,41129_LOPAC_Sigma_L 4408
CBP-0017239,CBP-0017239-01,A050,J16,2854-32-2,2415,COc1ccc2n(c(c(c2c1)CC(=O)N1CCOCC1)C)C(=O)c1ccc(cc1)Cl,BML-190,Lopac_Sigma,41145_LOPAC_Sigma_I-151
CBP-0017255,CBP-0017255-01,A050,J17,486-84-0,5281404,Cc1nccc2c3ccccc3[nH]c12,Harman,Lopac_Sigma,41161_LOPAC_Sigma_H 7258
CBP-0017271,CBP-0017271-01,A050,J18,172964-50-0,3825,CC(C(=O)O)c1cccc(c1)C(=O)c1ccccc1,ketoprofen,Lopac_Sigma,41177_LOPAC_Sigma_K 1751
CBP-0017287,CBP-0017287-01,A050,J19,60594-55-0,656743,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1N(C)CCc2cc3c(cc21)OCO3,(+)-Hydrastine,Lopac_Sigma,41193_LOPAC_Sigma_H 8645
CBP-0017303,CBP-0017303-01,A050,J20,36894-69-6,3869,CC(CCc1ccccc1)NCC(O)c1ccc(c(c1)C(=O)N)O,labetalol,Lopac_Sigma,41209_LOPAC_Sigma_L 1011
CBP-0017318,CBP-0017318-01,A050,J21,50-67-9,5202,NCCc1c[nH]c2ccc(cc12)O,serotonin,Lopac_Sigma,41225_LOPAC_Sigma_H 9523
CBP-0017333,CBP-0017333-01,A050,J22,84057-84-1,3878,Nc1nnc(c(n1)N)-c1cccc(c1Cl)Cl,lamotrigine,Lopac_Sigma,41241_LOPAC_Sigma_L 3791
CBP-0017016,CBP-0017016-01,A050,K01, ,11957518,CCC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,Lopac0_000375,Lopac_Sigma,40906_LOPAC_Sigma_D 1064
CBP-0017032,CBP-0017032-01,A050,K02,87075-17-0,3036864,CN1CCc2cc(c(cc2[C@H](C1)c1ccccc1)O)Cl,UNII-UGT5535REQ,Lopac_Sigma,40922_LOPAC_Sigma_D-054
CBP-0017047,CBP-0017047-01,A050,K03,111495-86-4,445227,OC[C@H]1O[C@@H](Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])[C@H](F)[C@@H](O)[C@@H]1O,"2,4-Dinitrophenyl 2-fluoro-2-deoxy-beta-D-glucopyranoside",Lopac_Sigma,40938_LOPAC_Sigma_D 1791
CBP-0017063,CBP-0017063-01,A050,K04,81166-47-4,10386195,CCCC[C@]1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C1CCCC1,R(+)-Butylindazone,Lopac_Sigma,40954_LOPAC_Sigma_D-129
CBP-0017079,CBP-0017079-01,A050,K05,58-73-1,3100,CN(C)CCOC(c1ccccc1)c1ccccc1,diphenhydramine,Lopac_Sigma,40970_LOPAC_Sigma_D 3630
CBP-0017095,CBP-0017095-01,A050,K06,95931-01-4,1317,NCCCCCCCCCCN,"1,10-Diaminodecane",Lopac_Sigma,40986_LOPAC_Sigma_D14204
CBP-0017107,CBP-0017107-01,A050,K07,125-59-7,1775,OC1=NC(=O)C(N1)(c1ccccc1)c1ccccc1,phenytoin,Lopac_Sigma,41002_LOPAC_Sigma_D 4007
